type,start_ms,duration_ms
pseudo msg,1748651073908,261
pseudo msg,1748651085193,258
pseudo msg,1748651096528,262
pseudo msg,1748651107768,255
pseudo msg,1748651119053,243
pseudo msg,1748651130308,253
pseudo msg,1748651141644,254
pseudo msg,1748651152952,253
pseudo msg,1748651164311,263
pseudo msg,1748651175672,277
pseudo msg,1748651187016,246
pseudo msg,1748651198400,256
pseudo msg,1748651209658,257
pseudo msg,1748651221036,264
pseudo msg,1748651232516,262
pseudo msg,1748651243929,255
pseudo msg,1748651255323,255
pseudo msg,1748651266812,266
pseudo msg,1748651278248,252
pseudo msg,1748651289645,264
pseudo msg,1748651301067,243
pseudo msg,1748651312525,247
pseudo msg,1748651323996,258
pseudo msg,1748651335443,267
pseudo msg,1748651346969,233
pseudo msg,1748651358403,256
pseudo msg,1748651369916,259
pseudo msg,1748651381501,268
pseudo msg,1748651392954,249
pseudo msg,1748651404463,245
pseudo msg,1748651416025,244
pseudo msg,1748651427572,261
pseudo msg,1748651439098,247
pseudo msg,1748651450697,258
pseudo msg,1748651462232,270
pseudo msg,1748651473873,259
pseudo msg,1748651485536,266
pseudo msg,1748651497136,240
pseudo msg,1748651508769,243
pseudo msg,1748651520360,263
pseudo msg,1748651531992,251
pseudo msg,1748651543582,265
pseudo msg,1748651555271,271
pseudo msg,1748651566971,261
pseudo msg,1748651578666,243
pseudo msg,1748651590306,251
pseudo msg,1748651601944,262
pseudo msg,1748651613682,251
pseudo msg,1748651625408,260
pseudo msg,1748651637130,250
pseudo msg,1748651648890,254
pseudo msg,1748651660606,259
pseudo msg,1748651672407,230
pseudo msg,1748651684134,258
author,1748651704036,180
author,1748651714810,196
author,1748651725558,189
author,1748651736219,191
author,1748651746904,197
author,1748651757585,188
author,1748651768164,192
author,1748651778806,184
author,1748651789476,166
author,1748651800044,198
author,1748651810691,194
author,1748651821338,197
author,1748651832052,182
author,1748651842917,203
author,1748651853612,190
author,1748651864284,208
author,1748651874919,197
author,1748651885652,212
author,1748651896380,197
author,1748651907141,189
author,1748651917778,203
author,1748651928459,205
author,1748651939230,190
author,1748651949915,202
author,1748651960608,206
author,1748651971225,190
author,1748651981811,180
author,1748651992375,168
author,1748652003066,208
author,1748652013794,178
author,1748652024452,206
author,1748652035148,184
author,1748652045796,195
author,1748652056468,194
author,1748652067184,199
author,1748652077866,199
author,1748652088608,210
author,1748652099339,196
author,1748652109998,192
author,1748652120682,194
author,1748652131398,177
author,1748652142030,165
author,1748652152628,189
author,1748652163303,192
author,1748652174021,167
author,1748652184691,191
author,1748652195425,202
author,1748652206051,199
author,1748652216685,201
author,1748652227394,200
author,1748652238039,193
author,1748652248792,194
author,1748652259485,195
author,1748652270213,203
author,1748652280938,191
author,1748652291664,185
author,1748652302284,203
author,1748652312961,194
author,1748652323568,225
author,1748652334250,191
author,1748652344943,199
author,1748652355612,185
author,1748652366166,200
author,1748652376908,211
author,1748652387758,228
author,1748652398577,201
author,1748652409276,174
author,1748652419953,215
author,1748652430629,194
author,1748652441291,212
author,1748652451988,195
author,1748652462684,198
author,1748652473442,194
author,1748652484172,195
author,1748652494806,189
author,1748652505575,192
author,1748652516228,169
author,1748652526945,193
author,1748652537634,167
author,1748652548258,183
author,1748652558897,192
author,1748652569634,178
author,1748652580327,167
author,1748652591071,207
author,1748652601831,210
author,1748652612554,197
author,1748652623238,196
author,1748652633824,196
author,1748652644509,148
author,1748652655093,199
author,1748652665817,177
author,1748652676544,185
author,1748652687239,190
author,1748652697966,223
author,1748652708664,187
author,1748652719384,200
author,1748652730023,188
author,1748652740607,197
author,1748652751293,190
author,1748652762061,203
pseudo vote,1748651701511,198
pseudo vote,1748651712329,169
pseudo vote,1748651723048,195
pseudo vote,1748651733735,193
pseudo vote,1748651744441,181
pseudo vote,1748651755167,183
pseudo vote,1748651765729,195
pseudo vote,1748651776373,200
pseudo vote,1748651787019,195
pseudo vote,1748651797615,193
pseudo vote,1748651808238,173
pseudo vote,1748651818871,177
pseudo vote,1748651829594,187
pseudo vote,1748651840322,204
pseudo vote,1748651851159,204
pseudo vote,1748651861832,185
pseudo vote,1748651872500,164
pseudo vote,1748651883177,195
pseudo vote,1748651893915,185
pseudo vote,1748651904655,190
pseudo vote,1748651915332,189
pseudo vote,1748651925962,227
pseudo vote,1748651936749,199
pseudo vote,1748651947448,200
pseudo vote,1748651958131,193
pseudo vote,1748651968799,177
pseudo vote,1748651979361,187
pseudo vote,1748651989928,188
pseudo vote,1748652000572,191
pseudo vote,1748652011307,188
pseudo vote,1748652021985,190
pseudo vote,1748652032689,202
pseudo vote,1748652043337,196
pseudo vote,1748652054056,141
pseudo vote,1748652064750,184
pseudo vote,1748652075393,188
pseudo vote,1748652086114,192
pseudo vote,1748652096873,187
pseudo vote,1748652107532,193
pseudo vote,1748652118254,167
pseudo vote,1748652128937,189
pseudo vote,1748652139571,191
pseudo vote,1748652150149,193
pseudo vote,1748652160816,190
pseudo vote,1748652171518,185
pseudo vote,1748652182205,188
pseudo vote,1748652192949,191
pseudo vote,1748652203613,193
pseudo vote,1748652214244,194
pseudo vote,1748652224999,165
pseudo vote,1748652235641,174
pseudo vote,1748652246339,192
pseudo vote,1748652257059,161
pseudo vote,1748652267760,188
pseudo vote,1748652278458,184
pseudo vote,1748652289178,188
pseudo vote,1748652299798,188
pseudo vote,1748652310483,190
pseudo vote,1748652321134,180
pseudo vote,1748652331775,198
pseudo vote,1748652342445,203
pseudo vote,1748652353160,194
pseudo vote,1748652363735,179
pseudo vote,1748652374441,189
pseudo vote,1748652385317,191
pseudo vote,1748652396106,212
pseudo vote,1748652406831,194
pseudo vote,1748652417461,207
pseudo vote,1748652428184,185
pseudo vote,1748652438822,194
pseudo vote,1748652449520,190
pseudo vote,1748652460234,194
pseudo vote,1748652470957,191
pseudo vote,1748652481694,198
pseudo vote,1748652492348,188
pseudo vote,1748652503126,186
pseudo vote,1748652513760,178
pseudo vote,1748652524483,188
pseudo vote,1748652535136,189
pseudo vote,1748652545772,195
pseudo vote,1748652556421,192
pseudo vote,1748652567111,194
pseudo vote,1748652577822,182
pseudo vote,1748652588533,196
pseudo vote,1748652599345,191
pseudo vote,1748652610085,193
pseudo vote,1748652620787,160
pseudo vote,1748652631444,177
pseudo vote,1748652642087,186
pseudo vote,1748652652660,170
pseudo vote,1748652663374,167
pseudo vote,1748652674066,188
pseudo vote,1748652684779,199
pseudo vote,1748652695497,245
pseudo vote,1748652706210,183
pseudo vote,1748652716937,188
pseudo vote,1748652727560,186
pseudo vote,1748652738158,197
pseudo vote,1748652748879,194
pseudo vote,1748652759596,188
badge,1748651698399,196
badge,1748651709175,192
badge,1748651719953,204
badge,1748651730649,188
badge,1748651741373,177
badge,1748651752058,193
badge,1748651762637,199
badge,1748651773285,161
badge,1748651783936,184
badge,1748651794565,185
badge,1748651805209,184
badge,1748651815767,194
badge,1748651826481,182
badge,1748651837186,187
badge,1748651848049,190
badge,1748651858757,185
badge,1748651869427,194
badge,1748651880000,227
badge,1748651890798,210
badge,1748651901509,189
badge,1748651912261,188
badge,1748651922879,171
badge,1748651933650,183
badge,1748651944398,186
badge,1748651955076,190
badge,1748651965702,196
badge,1748651976331,177
badge,1748651986876,189
badge,1748651997471,190
badge,1748652008212,181
badge,1748652018887,196
badge,1748652029605,188
badge,1748652040263,183
badge,1748652050966,186
badge,1748652061615,196
badge,1748652072287,190
badge,1748652083011,180
badge,1748652093784,154
badge,1748652104464,195
badge,1748652115138,194
badge,1748652125789,205
badge,1748652136486,194
badge,1748652147081,172
badge,1748652157719,182
badge,1748652168436,187
badge,1748652179127,169
badge,1748652189831,182
badge,1748652200536,185
badge,1748652211142,194
badge,1748652221848,177
badge,1748652232589,187
badge,1748652243206,180
badge,1748652253915,188
badge,1748652264600,187
badge,1748652275330,189
badge,1748652286045,194
badge,1748652296761,186
badge,1748652307429,197
badge,1748652318055,195
badge,1748652328703,190
badge,1748652339385,189
badge,1748652350091,205
badge,1748652360690,176
badge,1748652371350,192
badge,1748652382174,193
badge,1748652392998,194
badge,1748652403735,195
badge,1748652414386,194
badge,1748652425084,186
badge,1748652435764,184
badge,1748652446451,165
badge,1748652457107,195
badge,1748652467899,188
badge,1748652478626,183
badge,1748652489321,145
badge,1748652499970,222
badge,1748652510642,195
badge,1748652521385,186
badge,1748652532053,196
badge,1748652542695,196
badge,1748652553357,190
badge,1748652563997,191
badge,1748652574724,182
badge,1748652585435,199
badge,1748652596207,188
badge,1748652606984,195
badge,1748652617703,185
badge,1748652628329,181
badge,1748652638936,193
badge,1748652649575,148
badge,1748652660211,190
badge,1748652670915,183
badge,1748652681663,189
badge,1748652692382,203
badge,1748652703146,194
badge,1748652713816,192
badge,1748652724493,190
badge,1748652735156,166
badge,1748652745799,182
badge,1748652756496,214
