type,start,end,duration_ms
proof_gen,2025-05-22T19:20:17.631427+00:00,2025-05-22T19:20:19.280292+00:00,1648
proof_gen,2025-05-22T19:20:20.335220+00:00,2025-05-22T19:20:22.005700+00:00,1670
proof_gen,2025-05-22T19:20:23.067002+00:00,2025-05-22T19:20:24.714907+00:00,1647
proof_gen,2025-05-22T19:20:25.723781+00:00,2025-05-22T19:20:27.359603+00:00,1635
proof_gen,2025-05-22T19:20:28.385164+00:00,2025-05-22T19:20:30.006060+00:00,1620
proof_gen,2025-05-22T19:20:31.026463+00:00,2025-05-22T19:20:32.650695+00:00,1624
proof_gen,2025-05-22T19:20:33.691299+00:00,2025-05-22T19:20:35.365728+00:00,1674
proof_gen,2025-05-22T19:20:36.426972+00:00,2025-05-22T19:20:38.147628+00:00,1720
proof_gen,2025-05-22T19:20:39.227999+00:00,2025-05-22T19:20:40.867760+00:00,1639
proof_gen,2025-05-22T19:20:41.906068+00:00,2025-05-22T19:20:43.547975+00:00,1641
proof_gen,2025-05-22T19:20:44.576949+00:00,2025-05-22T19:20:46.227787+00:00,1650
proof_gen,2025-05-22T19:20:47.293040+00:00,2025-05-22T19:20:48.957003+00:00,1663
proof_gen,2025-05-22T19:20:50.024220+00:00,2025-05-22T19:20:51.668451+00:00,1644
proof_gen,2025-05-22T19:20:52.724784+00:00,2025-05-22T19:20:54.428203+00:00,1703
proof_gen,2025-05-22T19:20:55.496471+00:00,2025-05-22T19:20:57.177364+00:00,1680
proof_gen,2025-05-22T19:20:58.206085+00:00,2025-05-22T19:20:59.823841+00:00,1617
proof_gen,2025-05-22T19:21:00.967065+00:00,2025-05-22T19:21:02.584969+00:00,1617
proof_gen,2025-05-22T19:21:03.628539+00:00,2025-05-22T19:21:05.277049+00:00,1648
proof_gen,2025-05-22T19:21:06.349610+00:00,2025-05-22T19:21:07.989773+00:00,1640
proof_gen,2025-05-22T19:21:09.007184+00:00,2025-05-22T19:21:10.673609+00:00,1666
proof_gen,2025-05-22T19:21:11.743840+00:00,2025-05-22T19:21:13.395746+00:00,1651
proof_gen,2025-05-22T19:21:14.456105+00:00,2025-05-22T19:21:16.106080+00:00,1649
proof_gen,2025-05-22T19:21:17.163346+00:00,2025-05-22T19:21:18.775547+00:00,1612
proof_gen,2025-05-22T19:21:19.830587+00:00,2025-05-22T19:21:21.449824+00:00,1619
proof_gen,2025-05-22T19:21:22.530923+00:00,2025-05-22T19:21:24.155268+00:00,1624
proof_gen,2025-05-22T19:21:25.179377+00:00,2025-05-22T19:21:26.863606+00:00,1684
proof_gen,2025-05-22T19:21:27.911659+00:00,2025-05-22T19:21:29.560495+00:00,1648
proof_gen,2025-05-22T19:21:30.619867+00:00,2025-05-22T19:21:32.224154+00:00,1604
proof_gen,2025-05-22T19:21:33.292268+00:00,2025-05-22T19:21:34.944239+00:00,1651
proof_gen,2025-05-22T19:21:35.977413+00:00,2025-05-22T19:21:37.603500+00:00,1626
proof_gen,2025-05-22T19:21:38.647876+00:00,2025-05-22T19:21:40.302588+00:00,1654
proof_gen,2025-05-22T19:21:41.375370+00:00,2025-05-22T19:21:43.023367+00:00,1647
proof_gen,2025-05-22T19:21:44.090715+00:00,2025-05-22T19:21:45.801319+00:00,1710
proof_gen,2025-05-22T19:21:46.828658+00:00,2025-05-22T19:21:48.496889+00:00,1668
proof_gen,2025-05-22T19:21:49.551819+00:00,2025-05-22T19:21:51.201272+00:00,1649
proof_gen,2025-05-22T19:21:52.260983+00:00,2025-05-22T19:21:53.875333+00:00,1614
proof_gen,2025-05-22T19:21:54.904217+00:00,2025-05-22T19:21:56.579823+00:00,1675
proof_gen,2025-05-22T19:21:57.639998+00:00,2025-05-22T19:21:59.285708+00:00,1645
proof_gen,2025-05-22T19:22:00.331135+00:00,2025-05-22T19:22:02.014006+00:00,1682
proof_gen,2025-05-22T19:22:03.093021+00:00,2025-05-22T19:22:04.769827+00:00,1676
proof_gen,2025-05-22T19:22:05.835578+00:00,2025-05-22T19:22:07.498002+00:00,1662
proof_gen,2025-05-22T19:22:08.563409+00:00,2025-05-22T19:22:10.183775+00:00,1620
proof_gen,2025-05-22T19:22:11.210495+00:00,2025-05-22T19:22:12.825604+00:00,1615
proof_gen,2025-05-22T19:22:13.912666+00:00,2025-05-22T19:22:15.547704+00:00,1635
proof_gen,2025-05-22T19:22:16.578269+00:00,2025-05-22T19:22:18.264406+00:00,1686
proof_gen,2025-05-22T19:22:19.316492+00:00,2025-05-22T19:22:20.989007+00:00,1672
proof_gen,2025-05-22T19:22:22.039651+00:00,2025-05-22T19:22:23.663037+00:00,1623
proof_gen,2025-05-22T19:22:24.701372+00:00,2025-05-22T19:22:26.336837+00:00,1635
proof_gen,2025-05-22T19:22:27.385564+00:00,2025-05-22T19:22:29.013835+00:00,1628
proof_gen,2025-05-22T19:22:30.063091+00:00,2025-05-22T19:22:31.690114+00:00,1627
proof_gen,2025-05-22T19:22:32.738878+00:00,2025-05-22T19:22:34.391134+00:00,1652
proof_gen,2025-05-22T19:22:35.472989+00:00,2025-05-22T19:22:37.149706+00:00,1676
proof_gen,2025-05-22T19:22:38.159453+00:00,2025-05-22T19:22:39.820560+00:00,1661
proof_gen,2025-05-22T19:22:40.858026+00:00,2025-05-22T19:22:42.485343+00:00,1627
proof_gen,2025-05-22T19:22:43.500033+00:00,2025-05-22T19:22:45.108796+00:00,1608
proof_gen,2025-05-22T19:22:46.154070+00:00,2025-05-22T19:22:47.795482+00:00,1641
proof_gen,2025-05-22T19:22:48.858107+00:00,2025-05-22T19:22:50.528277+00:00,1670
proof_gen,2025-05-22T19:22:51.584131+00:00,2025-05-22T19:22:53.282834+00:00,1698
proof_gen,2025-05-22T19:22:54.368853+00:00,2025-05-22T19:22:56.030245+00:00,1661
proof_gen,2025-05-22T19:22:57.060167+00:00,2025-05-22T19:22:58.698089+00:00,1637
proof_gen,2025-05-22T19:22:59.775417+00:00,2025-05-22T19:23:01.403213+00:00,1627
proof_gen,2025-05-22T19:23:02.455487+00:00,2025-05-22T19:23:04.114916+00:00,1659
proof_gen,2025-05-22T19:23:05.198878+00:00,2025-05-22T19:23:06.856094+00:00,1657
proof_gen,2025-05-22T19:23:07.924483+00:00,2025-05-22T19:23:09.626772+00:00,1702
proof_gen,2025-05-22T19:23:10.664386+00:00,2025-05-22T19:23:12.318337+00:00,1653
proof_verify,2025-05-22T19:18:44.930916+00:00,2025-05-22T19:18:45.044180+00:00,113
proof_verify,2025-05-22T19:18:47.599356+00:00,2025-05-22T19:18:47.730271+00:00,130
proof_verify,2025-05-22T19:18:50.254737+00:00,2025-05-22T19:18:50.385745+00:00,131
proof_verify,2025-05-22T19:18:52.973443+00:00,2025-05-22T19:18:53.104124+00:00,130
proof_verify,2025-05-22T19:18:55.672818+00:00,2025-05-22T19:18:55.794723+00:00,121
proof_verify,2025-05-22T19:18:58.377962+00:00,2025-05-22T19:18:58.509858+00:00,131
proof_verify,2025-05-22T19:19:01.029017+00:00,2025-05-22T19:19:01.162518+00:00,133
proof_verify,2025-05-22T19:19:03.730706+00:00,2025-05-22T19:19:03.862719+00:00,132
proof_verify,2025-05-22T19:19:06.395825+00:00,2025-05-22T19:19:06.526408+00:00,130
proof_verify,2025-05-22T19:19:09.083976+00:00,2025-05-22T19:19:09.216741+00:00,132
proof_verify,2025-05-22T19:19:11.771875+00:00,2025-05-22T19:19:11.903019+00:00,131
proof_verify,2025-05-22T19:19:14.519736+00:00,2025-05-22T19:19:14.634328+00:00,114
proof_verify,2025-05-22T19:19:17.164340+00:00,2025-05-22T19:19:17.280893+00:00,116
proof_verify,2025-05-22T19:19:19.799219+00:00,2025-05-22T19:19:19.920665+00:00,121
proof_verify,2025-05-22T19:19:22.457477+00:00,2025-05-22T19:19:22.589122+00:00,131
proof_verify,2025-05-22T19:19:25.161850+00:00,2025-05-22T19:19:25.280549+00:00,118
proof_verify,2025-05-22T19:19:27.878271+00:00,2025-05-22T19:19:28.008523+00:00,130
proof_verify,2025-05-22T19:19:30.654387+00:00,2025-05-22T19:19:30.786610+00:00,132
proof_verify,2025-05-22T19:19:33.379628+00:00,2025-05-22T19:19:33.496218+00:00,116
proof_verify,2025-05-22T19:19:36.063323+00:00,2025-05-22T19:19:36.194535+00:00,131
proof_verify,2025-05-22T19:19:38.750640+00:00,2025-05-22T19:19:38.880485+00:00,129
proof_verify,2025-05-22T19:19:41.463735+00:00,2025-05-22T19:19:41.594529+00:00,130
proof_verify,2025-05-22T19:19:44.186310+00:00,2025-05-22T19:19:44.301342+00:00,115
proof_verify,2025-05-22T19:19:46.869845+00:00,2025-05-22T19:19:47.001433+00:00,131
proof_verify,2025-05-22T19:19:49.571138+00:00,2025-05-22T19:19:49.687386+00:00,116
proof_verify,2025-05-22T19:19:52.255604+00:00,2025-05-22T19:19:52.386018+00:00,130
proof_verify,2025-05-22T19:19:54.977033+00:00,2025-05-22T19:19:55.094466+00:00,117
proof_verify,2025-05-22T19:19:57.628528+00:00,2025-05-22T19:19:57.760871+00:00,132
proof_verify,2025-05-22T19:20:00.356788+00:00,2025-05-22T19:20:00.488398+00:00,131
proof_verify,2025-05-22T19:20:03.109966+00:00,2025-05-22T19:20:03.240656+00:00,130
proof_verify,2025-05-22T19:20:05.896043+00:00,2025-05-22T19:20:06.027650+00:00,131
proof_verify,2025-05-22T19:20:08.552132+00:00,2025-05-22T19:20:08.667622+00:00,115
proof_verify,2025-05-22T19:20:11.208441+00:00,2025-05-22T19:20:11.339039+00:00,130
proof_verify,2025-05-22T19:20:13.903773+00:00,2025-05-22T19:20:14.034391+00:00,130
proof_verify,2025-05-22T19:20:16.598821+00:00,2025-05-22T19:20:16.730697+00:00,131
proof_verify,2025-05-22T19:20:19.302021+00:00,2025-05-22T19:20:19.434412+00:00,132
proof_verify,2025-05-22T19:20:22.026546+00:00,2025-05-22T19:20:22.157381+00:00,130
proof_verify,2025-05-22T19:20:24.732779+00:00,2025-05-22T19:20:24.849517+00:00,116
proof_verify,2025-05-22T19:20:27.380254+00:00,2025-05-22T19:20:27.494599+00:00,114
proof_verify,2025-05-22T19:20:30.014704+00:00,2025-05-22T19:20:30.131117+00:00,116
proof_verify,2025-05-22T19:20:32.670220+00:00,2025-05-22T19:20:32.789042+00:00,118
proof_verify,2025-05-22T19:20:35.387097+00:00,2025-05-22T19:20:35.517963+00:00,130
proof_verify,2025-05-22T19:20:38.166109+00:00,2025-05-22T19:20:38.298429+00:00,132
proof_verify,2025-05-22T19:20:40.885568+00:00,2025-05-22T19:20:41.004791+00:00,119
proof_verify,2025-05-22T19:20:43.567750+00:00,2025-05-22T19:20:43.697640+00:00,129
proof_verify,2025-05-22T19:20:46.249494+00:00,2025-05-22T19:20:46.379787+00:00,130
proof_verify,2025-05-22T19:20:48.975144+00:00,2025-05-22T19:20:49.107826+00:00,132
proof_verify,2025-05-22T19:20:51.688936+00:00,2025-05-22T19:20:51.815340+00:00,126
proof_verify,2025-05-22T19:20:54.448866+00:00,2025-05-22T19:20:54.581861+00:00,132
proof_verify,2025-05-22T19:20:57.198276+00:00,2025-05-22T19:20:57.313352+00:00,115
proof_verify,2025-05-22T19:20:59.842587+00:00,2025-05-22T19:20:59.975709+00:00,133
proof_verify,2025-05-22T19:21:02.604682+00:00,2025-05-22T19:21:02.735964+00:00,131
proof_verify,2025-05-22T19:21:05.297284+00:00,2025-05-22T19:21:05.428679+00:00,131
proof_verify,2025-05-22T19:21:08.010494+00:00,2025-05-22T19:21:08.140536+00:00,130
proof_verify,2025-05-22T19:21:10.694909+00:00,2025-05-22T19:21:10.825144+00:00,130
proof_verify,2025-05-22T19:21:13.416309+00:00,2025-05-22T19:21:13.532301+00:00,115
proof_verify,2025-05-22T19:21:16.123789+00:00,2025-05-22T19:21:16.254831+00:00,131
proof_verify,2025-05-22T19:21:18.795358+00:00,2025-05-22T19:21:18.925149+00:00,129
proof_verify,2025-05-22T19:21:21.470424+00:00,2025-05-22T19:21:21.601710+00:00,131
proof_verify,2025-05-22T19:21:24.175824+00:00,2025-05-22T19:21:24.305774+00:00,129
proof_verify,2025-05-22T19:21:26.885013+00:00,2025-05-22T19:21:27.018286+00:00,133
proof_verify,2025-05-22T19:21:29.580196+00:00,2025-05-22T19:21:29.698040+00:00,117
proof_verify,2025-05-22T19:21:32.245598+00:00,2025-05-22T19:21:32.376336+00:00,130
proof_verify,2025-05-22T19:21:34.955558+00:00,2025-05-22T19:21:35.077249+00:00,121
proof_verify,2025-05-22T19:21:37.624832+00:00,2025-05-22T19:21:37.738757+00:00,113
proof_verify,2025-05-22T19:21:40.316128+00:00,2025-05-22T19:21:40.450308+00:00,134
proof_verify,2025-05-22T19:21:43.044681+00:00,2025-05-22T19:21:43.171874+00:00,127
proof_verify,2025-05-22T19:21:45.822629+00:00,2025-05-22T19:21:45.937065+00:00,114
proof_verify,2025-05-22T19:21:48.517293+00:00,2025-05-22T19:21:48.639522+00:00,122
proof_verify,2025-05-22T19:21:51.222970+00:00,2025-05-22T19:21:51.353157+00:00,130
proof_verify,2025-05-22T19:21:53.896714+00:00,2025-05-22T19:21:54.028280+00:00,131
proof_verify,2025-05-22T19:21:56.601471+00:00,2025-05-22T19:21:56.733432+00:00,131
proof_verify,2025-05-22T19:21:59.306548+00:00,2025-05-22T19:21:59.438164+00:00,131
proof_verify,2025-05-22T19:22:02.036071+00:00,2025-05-22T19:22:02.167685+00:00,131
proof_verify,2025-05-22T19:22:04.786093+00:00,2025-05-22T19:22:04.913259+00:00,127
proof_verify,2025-05-22T19:22:07.515956+00:00,2025-05-22T19:22:07.632671+00:00,116
proof_verify,2025-05-22T19:22:10.205353+00:00,2025-05-22T19:22:10.336435+00:00,131
proof_verify,2025-05-22T19:22:12.846655+00:00,2025-05-22T19:22:12.976742+00:00,130
proof_verify,2025-05-22T19:22:15.567809+00:00,2025-05-22T19:22:15.681670+00:00,113
proof_verify,2025-05-22T19:22:18.285280+00:00,2025-05-22T19:22:18.418554+00:00,133
proof_verify,2025-05-22T19:22:21.011415+00:00,2025-05-22T19:22:21.143003+00:00,131
proof_verify,2025-05-22T19:22:23.683839+00:00,2025-05-22T19:22:23.799335+00:00,115
proof_verify,2025-05-22T19:22:26.357533+00:00,2025-05-22T19:22:26.489015+00:00,131
proof_verify,2025-05-22T19:22:29.035200+00:00,2025-05-22T19:22:29.166237+00:00,131
proof_verify,2025-05-22T19:22:31.712246+00:00,2025-05-22T19:22:31.844729+00:00,132
proof_verify,2025-05-22T19:22:34.413089+00:00,2025-05-22T19:22:34.544067+00:00,130
proof_verify,2025-05-22T19:22:37.171079+00:00,2025-05-22T19:22:37.294689+00:00,123
proof_verify,2025-05-22T19:22:39.841617+00:00,2025-05-22T19:22:39.963060+00:00,121
proof_verify,2025-05-22T19:22:42.508204+00:00,2025-05-22T19:22:42.624203+00:00,115
proof_verify,2025-05-22T19:22:45.118130+00:00,2025-05-22T19:22:45.233744+00:00,115
proof_verify,2025-05-22T19:22:47.814514+00:00,2025-05-22T19:22:47.945796+00:00,131
proof_verify,2025-05-22T19:22:50.550890+00:00,2025-05-22T19:22:50.682813+00:00,131
proof_verify,2025-05-22T19:22:53.305175+00:00,2025-05-22T19:22:53.438557+00:00,133
proof_verify,2025-05-22T19:22:56.051290+00:00,2025-05-22T19:22:56.165284+00:00,113
proof_verify,2025-05-22T19:22:58.718691+00:00,2025-05-22T19:22:58.835826+00:00,117
proof_verify,2025-05-22T19:23:01.424513+00:00,2025-05-22T19:23:01.555784+00:00,131
proof_verify,2025-05-22T19:23:04.130946+00:00,2025-05-22T19:23:04.267301+00:00,136
proof_verify,2025-05-22T19:23:06.874907+00:00,2025-05-22T19:23:07.009956+00:00,135
proof_verify,2025-05-22T19:23:09.649258+00:00,2025-05-22T19:23:09.781337+00:00,132
proof_verify,2025-05-22T19:23:12.337244+00:00,2025-05-22T19:23:12.469798+00:00,132
latency,2025-05-22T19:18:44.924159+00:00,2025-05-22T19:18:45.143759+00:00,219
latency,2025-05-22T19:18:47.580674+00:00,2025-05-22T19:18:47.830971+00:00,250
latency,2025-05-22T19:18:50.235208+00:00,2025-05-22T19:18:50.487727+00:00,252
latency,2025-05-22T19:18:52.954251+00:00,2025-05-22T19:18:53.204191+00:00,249
latency,2025-05-22T19:18:55.652548+00:00,2025-05-22T19:18:55.898206+00:00,245
latency,2025-05-22T19:18:58.359438+00:00,2025-05-22T19:18:58.599370+00:00,239
latency,2025-05-22T19:19:01.011403+00:00,2025-05-22T19:19:01.250858+00:00,239
latency,2025-05-22T19:19:03.714353+00:00,2025-05-22T19:19:03.956473+00:00,242
latency,2025-05-22T19:19:06.376866+00:00,2025-05-22T19:19:06.624282+00:00,247
latency,2025-05-22T19:19:09.064443+00:00,2025-05-22T19:19:09.310609+00:00,246
latency,2025-05-22T19:19:11.752431+00:00,2025-05-22T19:19:12.006298+00:00,253
latency,2025-05-22T19:19:14.501383+00:00,2025-05-22T19:19:14.721496+00:00,220
latency,2025-05-22T19:19:17.144284+00:00,2025-05-22T19:19:17.373933+00:00,229
latency,2025-05-22T19:19:19.780144+00:00,2025-05-22T19:19:20.019850+00:00,239
latency,2025-05-22T19:19:22.438280+00:00,2025-05-22T19:19:22.687394+00:00,249
latency,2025-05-22T19:19:25.143355+00:00,2025-05-22T19:19:25.390843+00:00,247
latency,2025-05-22T19:19:27.859341+00:00,2025-05-22T19:19:28.105692+00:00,246
latency,2025-05-22T19:19:30.635506+00:00,2025-05-22T19:19:30.885929+00:00,250
latency,2025-05-22T19:19:33.360948+00:00,2025-05-22T19:19:33.589507+00:00,228
latency,2025-05-22T19:19:36.043636+00:00,2025-05-22T19:19:36.288911+00:00,245
latency,2025-05-22T19:19:38.731312+00:00,2025-05-22T19:19:38.975224+00:00,243
latency,2025-05-22T19:19:41.443866+00:00,2025-05-22T19:19:41.687440+00:00,243
latency,2025-05-22T19:19:44.166943+00:00,2025-05-22T19:19:44.394227+00:00,227
latency,2025-05-22T19:19:46.849218+00:00,2025-05-22T19:19:47.092029+00:00,242
latency,2025-05-22T19:19:49.551251+00:00,2025-05-22T19:19:49.784805+00:00,233
latency,2025-05-22T19:19:52.235459+00:00,2025-05-22T19:19:52.488631+00:00,253
latency,2025-05-22T19:19:54.970156+00:00,2025-05-22T19:19:55.186147+00:00,215
latency,2025-05-22T19:19:57.608825+00:00,2025-05-22T19:19:57.855866+00:00,247
latency,2025-05-22T19:20:00.337650+00:00,2025-05-22T19:20:00.583492+00:00,245
latency,2025-05-22T19:20:03.090634+00:00,2025-05-22T19:20:03.343044+00:00,252
latency,2025-05-22T19:20:05.875285+00:00,2025-05-22T19:20:06.118472+00:00,243
latency,2025-05-22T19:20:08.534488+00:00,2025-05-22T19:20:08.761155+00:00,226
latency,2025-05-22T19:20:11.188931+00:00,2025-05-22T19:20:11.449022+00:00,260
latency,2025-05-22T19:20:13.884547+00:00,2025-05-22T19:20:14.128201+00:00,243
latency,2025-05-22T19:20:16.582013+00:00,2025-05-22T19:20:16.831388+00:00,249
latency,2025-05-22T19:20:19.281699+00:00,2025-05-22T19:20:19.527126+00:00,245
latency,2025-05-22T19:20:22.007087+00:00,2025-05-22T19:20:22.253484+00:00,246
latency,2025-05-22T19:20:24.716262+00:00,2025-05-22T19:20:24.946655+00:00,230
latency,2025-05-22T19:20:27.361008+00:00,2025-05-22T19:20:27.587311+00:00,226
latency,2025-05-22T19:20:30.007505+00:00,2025-05-22T19:20:30.232876+00:00,225
latency,2025-05-22T19:20:32.652317+00:00,2025-05-22T19:20:32.880719+00:00,228
latency,2025-05-22T19:20:35.367153+00:00,2025-05-22T19:20:35.610568+00:00,243
latency,2025-05-22T19:20:38.149110+00:00,2025-05-22T19:20:38.395997+00:00,246
latency,2025-05-22T19:20:40.869255+00:00,2025-05-22T19:20:41.104539+00:00,235
latency,2025-05-22T19:20:43.549359+00:00,2025-05-22T19:20:43.793776+00:00,244
latency,2025-05-22T19:20:46.229366+00:00,2025-05-22T19:20:46.469577+00:00,240
latency,2025-05-22T19:20:48.958583+00:00,2025-05-22T19:20:49.206366+00:00,247
latency,2025-05-22T19:20:51.669917+00:00,2025-05-22T19:20:51.913441+00:00,243
latency,2025-05-22T19:20:54.429774+00:00,2025-05-22T19:20:54.674478+00:00,244
latency,2025-05-22T19:20:57.179082+00:00,2025-05-22T19:20:57.405419+00:00,226
latency,2025-05-22T19:20:59.825592+00:00,2025-05-22T19:21:00.145750+00:00,320
latency,2025-05-22T19:21:02.586518+00:00,2025-05-22T19:21:02.833361+00:00,246
latency,2025-05-22T19:21:05.278609+00:00,2025-05-22T19:21:05.526298+00:00,247
latency,2025-05-22T19:21:07.991386+00:00,2025-05-22T19:21:08.238472+00:00,247
latency,2025-05-22T19:21:10.675263+00:00,2025-05-22T19:21:10.930349+00:00,255
latency,2025-05-22T19:21:13.397371+00:00,2025-05-22T19:21:13.625058+00:00,227
latency,2025-05-22T19:21:16.107717+00:00,2025-05-22T19:21:16.390124+00:00,282
latency,2025-05-22T19:21:18.777322+00:00,2025-05-22T19:21:19.022624+00:00,245
latency,2025-05-22T19:21:21.451510+00:00,2025-05-22T19:21:21.702082+00:00,250
latency,2025-05-22T19:21:24.156928+00:00,2025-05-22T19:21:24.408044+00:00,251
latency,2025-05-22T19:21:26.865403+00:00,2025-05-22T19:21:27.105568+00:00,240
latency,2025-05-22T19:21:29.562305+00:00,2025-05-22T19:21:29.800410+00:00,238
latency,2025-05-22T19:21:32.225879+00:00,2025-05-22T19:21:32.474875+00:00,248
latency,2025-05-22T19:21:34.946031+00:00,2025-05-22T19:21:35.178362+00:00,232
latency,2025-05-22T19:21:37.605308+00:00,2025-05-22T19:21:37.845600+00:00,240
latency,2025-05-22T19:21:40.304305+00:00,2025-05-22T19:21:40.562993+00:00,258
latency,2025-05-22T19:21:43.025143+00:00,2025-05-22T19:21:43.266985+00:00,241
latency,2025-05-22T19:21:45.803026+00:00,2025-05-22T19:21:46.033013+00:00,229
latency,2025-05-22T19:21:48.498723+00:00,2025-05-22T19:21:48.725979+00:00,227
latency,2025-05-22T19:21:51.203188+00:00,2025-05-22T19:21:51.444339+00:00,241
latency,2025-05-22T19:21:53.877207+00:00,2025-05-22T19:21:54.119883+00:00,242
latency,2025-05-22T19:21:56.581807+00:00,2025-05-22T19:21:56.827440+00:00,245
latency,2025-05-22T19:21:59.287637+00:00,2025-05-22T19:21:59.535048+00:00,247
latency,2025-05-22T19:22:02.016100+00:00,2025-05-22T19:22:02.259441+00:00,243
latency,2025-05-22T19:22:04.771808+00:00,2025-05-22T19:22:05.040631+00:00,268
latency,2025-05-22T19:22:07.500026+00:00,2025-05-22T19:22:07.749966+00:00,249
latency,2025-05-22T19:22:10.185833+00:00,2025-05-22T19:22:10.426325+00:00,240
latency,2025-05-22T19:22:12.827606+00:00,2025-05-22T19:22:13.080995+00:00,253
latency,2025-05-22T19:22:15.549680+00:00,2025-05-22T19:22:15.771260+00:00,221
latency,2025-05-22T19:22:18.266648+00:00,2025-05-22T19:22:18.517631+00:00,250
latency,2025-05-22T19:22:20.991217+00:00,2025-05-22T19:22:21.243428+00:00,252
latency,2025-05-22T19:22:23.665200+00:00,2025-05-22T19:22:23.891181+00:00,225
latency,2025-05-22T19:22:26.338838+00:00,2025-05-22T19:22:26.586618+00:00,247
latency,2025-05-22T19:22:29.015931+00:00,2025-05-22T19:22:29.265103+00:00,249
latency,2025-05-22T19:22:31.692214+00:00,2025-05-22T19:22:31.943175+00:00,250
latency,2025-05-22T19:22:34.393272+00:00,2025-05-22T19:22:34.644221+00:00,250
latency,2025-05-22T19:22:37.151807+00:00,2025-05-22T19:22:37.385362+00:00,233
latency,2025-05-22T19:22:39.822729+00:00,2025-05-22T19:22:40.049406+00:00,226
latency,2025-05-22T19:22:42.487528+00:00,2025-05-22T19:22:42.716120+00:00,228
latency,2025-05-22T19:22:45.110906+00:00,2025-05-22T19:22:45.329299+00:00,218
latency,2025-05-22T19:22:47.797564+00:00,2025-05-22T19:22:48.042945+00:00,245
latency,2025-05-22T19:22:50.530554+00:00,2025-05-22T19:22:50.772266+00:00,241
latency,2025-05-22T19:22:53.285052+00:00,2025-05-22T19:22:53.584507+00:00,299
latency,2025-05-22T19:22:56.032499+00:00,2025-05-22T19:22:56.265448+00:00,232
latency,2025-05-22T19:22:58.700361+00:00,2025-05-22T19:22:58.978843+00:00,278
